elimfilters_sku,source_sku,segment,oem_count,oem_brand,oem_code,recovery_score,recovery_tier
EC53067,CUK23067,Cabin Filter,0,,,0,TIER_E
EC53068,CUK23068,Cabin Filter,0,,,0,TIER_E
EC53069,CUK23069,Cabin Filter,0,,,0,TIER_E
EC53070,CUK23070,Cabin Filter,0,,,0,TIER_E
EC53071,CUK23071,Cabin Filter,0,,,0,TIER_E
EC53182,CUK2318/2,Cabin Filter,0,,,0,TIER_E
EC53197,CUK23197,Cabin Filter,0,,,0,TIER_E
EC53272,CUK2327/2,Cabin Filter,0,,,0,TIER_E
EC52336,CUK2336M,Cabin Filter,0,,,0,TIER_E
EC54002,CUK24002,Cabin Filter,0,,,0,TIER_E
EC50034,CUK24003/4,Cabin Filter,0,,,0,TIER_E
EC54004,CUK24004M,Cabin Filter,0,,,0,TIER_E
EC54013,CUK24013M,Cabin Filter,0,,,0,TIER_E
EC54029,CUK24029,Cabin Filter,0,,,0,TIER_E
EC54030,CUK24030,Cabin Filter,0,,,0,TIER_E
EC50322,CUK24032/2,Cabin Filter,0,,,0,TIER_E
EC54034,CUK24034,Cabin Filter,0,,,0,TIER_E
EC54037,CUK24037,Cabin Filter,0,,,0,TIER_E
EC54040,CUK24040,Cabin Filter,0,,,0,TIER_E
EC54041,CUK24041,Cabin Filter,0,,,0,TIER_E
EC54042,CUK24042,Cabin Filter,0,,,0,TIER_E
EC54047,CUK24047,Cabin Filter,0,,,0,TIER_E
EC54050,CUK24050,Cabin Filter,0,,,0,TIER_E
EC54053,CUK24053,Cabin Filter,0,,,0,TIER_E
EC54054,CUK24054,Cabin Filter,0,,,0,TIER_E
EC54056,CUK24056,Cabin Filter,0,,,0,TIER_E
EC54067,CUK24067,Cabin Filter,0,,,0,TIER_E
EC54068,CUK24068,Cabin Filter,0,,,0,TIER_E
EC54093,CUK24093,Cabin Filter,0,,,0,TIER_E
EC54503,CUK2450/3,Cabin Filter,0,,,0,TIER_E
EC55002,CUK25002,Cabin Filter,0,,,0,TIER_E
EC55007,CUK25007M,Cabin Filter,0,,,0,TIER_E
EC51512,CUK25015/1/2,Cabin Filter,0,,,0,TIER_E
EC55212,CUK25015/21/2,Cabin Filter,0,,,0,TIER_E
EC55016,CUK25016,Cabin Filter,0,,,0,TIER_E
EC55017,CUK25017,Cabin Filter,0,,,0,TIER_E
EC55028,CUK25028,Cabin Filter,0,,,0,TIER_E
EC50342,CUK25034/2,Cabin Filter,0,,,0,TIER_E
EC55035,CUK25035,Cabin Filter,0,,,0,TIER_E
EC55045,CUK25045,Cabin Filter,0,,,0,TIER_E
EC55048,CUK25048,Cabin Filter,0,,,0,TIER_E
EC55055,CUK25055,Cabin Filter,0,,,0,TIER_E
EC55063,CUK25063,Cabin Filter,0,,,0,TIER_E
EC50642,CUK25064/2,Cabin Filter,0,,,0,TIER_E
EC50682,CUK25068/2,Cabin Filter,0,,,0,TIER_E
EC55076,CUK25076,Cabin Filter,0,,,0,TIER_E
EC55081,CUK25081,Cabin Filter,0,,,0,TIER_E
EC55094,CUK25094,Cabin Filter,0,,,0,TIER_E
EC53312,CUK2533/1/2,Cabin Filter,0,,,0,TIER_E
EC55332,CUK2533/2,Cabin Filter,0,,,0,TIER_E
EC56010,CUK26010M,Cabin Filter,0,,,0,TIER_E
EC50112,CUK26011/2,Cabin Filter,0,,,0,TIER_E
EC51232,CUK26012/3/2,Cabin Filter,0,,,0,TIER_E
EC50132,CUK26013/2,Cabin Filter,0,,,0,TIER_E
EC50142,CUK26014/2,Cabin Filter,0,,,0,TIER_E
EC56017,CUK26017M,Cabin Filter,0,,,0,TIER_E
EC56020,CUK26020,Cabin Filter,0,,,0,TIER_E
EC50252,CUK26025/2,Cabin Filter,0,,,0,TIER_E
EC50282,CUK26028/2,Cabin Filter,0,,,0,TIER_E
EC56030,CUK26030,Cabin Filter,0,,,0,TIER_E
EC50342,CUK26034/2,Cabin Filter,0,,,0,TIER_E
EC56036,CUK26036,Cabin Filter,0,,,0,TIER_E
EC50372,CUK26037/2,Cabin Filter,0,,,0,TIER_E
EC56039,CUK26039,Cabin Filter,0,,,0,TIER_E
EC56040,CUK26040,Cabin Filter,0,,,0,TIER_E
EC56042,CUK26042,Cabin Filter,0,,,0,TIER_E
EC56046,CUK26046,Cabin Filter,0,,,0,TIER_E
EC56067,CUK26067,Cabin Filter,0,,,0,TIER_E
EC56069,CUK26069,Cabin Filter,0,,,0,TIER_E
EC56081,CUK26081,Cabin Filter,0,,,0,TIER_E
EC52639,CUK2639,Cabin Filter,0,,,0,TIER_E
EC56412,CUK2641/2,Cabin Filter,0,,,0,TIER_E
EC54612,CUK2646/1/2,Cabin Filter,0,,,0,TIER_E
EC56462,CUK2646/2,Cabin Filter,0,,,0,TIER_E
EC50612,CUK27006/1/2,Cabin Filter,0,,,0,TIER_E
EC57011,CUK27011,Cabin Filter,0,,,0,TIER_E
EC50122,CUK27012/2,Cabin Filter,0,,,0,TIER_E
EC50212,CUK27021/2,Cabin Filter,0,,,0,TIER_E
EC57022,CUK27022,Cabin Filter,0,,,0,TIER_E
EC57024,CUK27024,Cabin Filter,0,,,0,TIER_E
EC57058,CUK27058,Cabin Filter,0,,,0,TIER_E
EC57222,CUK2722/2,Cabin Filter,0,,,0,TIER_E
EC57232,CUK2723/2,Cabin Filter,0,,,0,TIER_E
EC52725,CUK2725,Cabin Filter,0,,,0,TIER_E
EC57331,CUK2733/1,Cabin Filter,0,,,0,TIER_E
EC57332,CUK2733/2,Cabin Filter,0,,,0,TIER_E
EC57362,CUK2736/2,Cabin Filter,0,,,0,TIER_E
EC57431,CUK2743/1,Cabin Filter,0,,,0,TIER_E
EC52744,CUK2744,Cabin Filter,0,,,0,TIER_E
EC58001,CUK28001M,Cabin Filter,0,,,0,TIER_E
EC58025,CUK28025,Cabin Filter,0,,,0,TIER_E
EC58029,CUK28029,Cabin Filter,0,,,0,TIER_E
EC58041,CUK28041,Cabin Filter,0,,,0,TIER_E
EC58089,CUK28089,Cabin Filter,0,,,0,TIER_E
EC58095,CUK28095,Cabin Filter,0,,,0,TIER_E
EC58240,CUK28240,Cabin Filter,0,,,0,TIER_E
EC52862,CUK2862M,Cabin Filter,0,,,0,TIER_E
EC52865,CUK2865,Cabin Filter,0,,,0,TIER_E
EC52882,CUK2882M,Cabin Filter,0,,,0,TIER_E
EC58971,CUK2897/1,Cabin Filter,0,,,0,TIER_E
EC59003,CUK29003,Cabin Filter,0,,,0,TIER_E
EC50032,CUK29003/2,Cabin Filter,0,,,0,TIER_E
EC50032,CUK29003/2M,Cabin Filter,0,,,0,TIER_E
EC59010,CUK29010M,Cabin Filter,0,,,0,TIER_E
EC59023,CUK29023,Cabin Filter,0,,,0,TIER_E
EC59060,CUK29060,Cabin Filter,0,,,0,TIER_E
EC59154,CUK29154,Cabin Filter,0,,,0,TIER_E
EC59401,CUK2940/1,Cabin Filter,0,,,0,TIER_E
EC52940,CUK2940M,Cabin Filter,0,,,0,TIER_E
EC59412,CUK2941/2,Cabin Filter,0,,,0,TIER_E
EC52949,CUK2949,Cabin Filter,0,,,0,TIER_E
EC59492,CUK2949/2,Cabin Filter,0,,,0,TIER_E
EC50073,CUK30007/3,Cabin Filter,0,,,0,TIER_E
EC50091,CUK30009/1,Cabin Filter,0,,,0,TIER_E
EC53023,CUK3023,Cabin Filter,0,,,0,TIER_E
EC50232,CUK3023/2,Cabin Filter,0,,,0,TIER_E
EC50392,CUK3039/2,Cabin Filter,0,,,0,TIER_E
EC50031,CUK31003/1,Cabin Filter,0,,,0,TIER_E
EC51242,CUK3124/2,Cabin Filter,0,,,0,TIER_E
EC51392,CUK3139/2,Cabin Filter,0,,,0,TIER_E
EC50062,CUK33006/2,Cabin Filter,0,,,0,TIER_E
EC53008,CUK33008,Cabin Filter,0,,,0,TIER_E
EC50002,CUK35000/2,Cabin Filter,0,,,0,TIER_E
EC50002,CUK35000/2M,Cabin Filter,0,,,0,TIER_E
EC53553,CUK3553,Cabin Filter,0,,,0,TIER_E
EC56044,CUK36044,Cabin Filter,0,,,0,TIER_E
EC56422,CUK3642/2,Cabin Filter,0,,,0,TIER_E
EC50004,CUK39000/4,Cabin Filter,0,,,0,TIER_E
EC53979,CUK3979,Cabin Filter,0,,,0,TIER_E
EC52512,CUK46025/1/2,Cabin Filter,0,,,0,TIER_E
EC50252,CUK46025/2,Cabin Filter,0,,,0,TIER_E
EC50062,CUK52006/2,Cabin Filter,0,,,0,TIER_E
EC50001,CUK70001,Cabin Filter,0,,,0,TIER_E
EA50001,FP-A01,Air Filter,0,,,0,TIER_E
EA50002,FP-A02,Air Filter,0,,,0,TIER_E
EA50001,FP-B01,Air Filter,0,,,0,TIER_E
EA50002,FP-B02,Air Filter,0,,,0,TIER_E
EA50003,FP-B03,Air Filter,0,,,0,TIER_E
EA50004,FP-B04,Air Filter,0,,,0,TIER_E
EA50001,FP-GM01,Air Filter,0,,,0,TIER_E
EA50001,FP-M01,Air Filter,0,,,0,TIER_E
EA50003,FP-M03,Air Filter,0,,,0,TIER_E
EA50004,FP-M04,Air Filter,0,,,0,TIER_E
EA50005,FP-M05,Air Filter,0,,,0,TIER_E
EA50006,FP-M06,Air Filter,0,,,0,TIER_E
EA50007,FP-M07,Air Filter,0,,,0,TIER_E
EA50009,FP-M09,Air Filter,0,,,0,TIER_E
EA50010,FP-M10,Air Filter,0,,,0,TIER_E
EA50001,FP-MN01,Air Filter,0,,,0,TIER_E
EA50001,FP-V01,Air Filter,0,,,0,TIER_E
EA50003,FP-V03,Air Filter,0,,,0,TIER_E
EA50005,FP-V05,Air Filter,0,,,0,TIER_E
EA50002,FP21000/2,Air Filter,0,,,0,TIER_E
EA52016,FP22016,Air Filter,0,,,0,TIER_E
EA50142,FP23014/2,Air Filter,0,,,0,TIER_E
EA50152,FP23015/2,Air Filter,0,,,0,TIER_E
EA50582,FP24058/2,Air Filter,0,,,0,TIER_E
EA54182,FP2418/2,Air Filter,0,,,0,TIER_E
EA50342,FP25034/2,Air Filter,0,,,0,TIER_E
EA55332,FP2533/2,Air Filter,0,,,0,TIER_E
EA50132,FP26013/2,Air Filter,0,,,0,TIER_E
EA56019,FP26019,Air Filter,0,,,0,TIER_E
EA50231,FP26023/1MHJP,Air Filter,0,,,0,TIER_E
EA50282,FP26028/2,Air Filter,0,,,0,TIER_E
EA56462,FP2646/2,Air Filter,0,,,0,TIER_E
EA50212,FP27021/2,Air Filter,0,,,0,TIER_E
EA57058,FP27058,Air Filter,0,,,0,TIER_E
EA57222,FP2722/2,Air Filter,0,,,0,TIER_E
EA57452,FP2745/2,Air Filter,0,,,0,TIER_E
EA58001,FP28001,Air Filter,0,,,0,TIER_E
EA58013,FP28013MHJP,Air Filter,0,,,0,TIER_E
EA50032,FP29003/2,Air Filter,0,,,0,TIER_E
EA59412,FP2941/2,Air Filter,0,,,0,TIER_E
EA50232,FP3023/2,Air Filter,0,,,0,TIER_E
EA51242,FP3124/2,Air Filter,0,,,0,TIER_E
EA56006,FPE26006,Air Filter,0,,,0,TIER_E
EA56021,FPE26021,Air Filter,0,,,0,TIER_E
EA50282,FPE26028/2,Air Filter,0,,,0,TIER_E
EA50071,FPE30007/1,Air Filter,0,,,0,TIER_E
EL50021,HU10002/1Z,Oil Filter,0,,,0,TIER_E
EL51077,HU1077X,Oil Filter,0,,,0,TIER_E
EL51090,HU1090,Oil Filter,0,,,0,TIER_E
EL51005,HU11005X,Oil Filter,0,,,0,TIER_E
EL50071,HU11007/1Z,Oil Filter,0,,,0,TIER_E
EL51007,HU11007Z,Oil Filter,0,,,0,TIER_E
EL51013,HU11013Z,Oil Filter,0,,,0,TIER_E
EL51015,HU11015Z,Oil Filter,0,,,0,TIER_E
EL52002,HU12002Y,Oil Filter,0,,,0,TIER_E
EL52005,HU12005,Oil Filter,0,,,0,TIER_E
EL52005,HU12005X,Oil Filter,0,,,0,TIER_E
EL52105,HU12105,Oil Filter,0,,,0,TIER_E
EL51061,HU12106/1Z,Oil Filter,0,,,0,TIER_E
EL51291,HU1291Z,Oil Filter,0,,,0,TIER_E
EL53120,HU13120,Oil Filter,0,,,0,TIER_E
EL51255,HU13125/5Z,Oil Filter,1,MAN,51.05504-0122,20,TIER_D
EL51381,HU1381,Oil Filter,0,,,0,TIER_E
EL59471,HU2X947/1Z,Oil Filter,0,,,0,TIER_E
EL59473,HU2X947/3Z,Oil Filter,0,,,0,TIER_E
EL55005,HU5005Z,Oil Filter,0,,,0,TIER_E
EL55006,HU5006Z,Oil Filter,0,,,0,TIER_E
EL55011,HU5011Z,Oil Filter,0,,,0,TIER_E
EL56002,HU6002ZM,Oil Filter,0,,,0,TIER_E
EL56006,HU6006ZM,Oil Filter,0,,,0,TIER_E
EL50071,HU6007/1X,Oil Filter,0,,,0,TIER_E
EL50082,HU6008/2Z,Oil Filter,0,,,0,TIER_E
EL50083,HU6008/3Z,Oil Filter,0,,,0,TIER_E
EL56009,HU6009ZM,Oil Filter,0,,,0,TIER_E
EL50152,HU6015/2ZKIT,Oil Filter,0,,,0,TIER_E
EL56017,HU6017Z,Oil Filter,0,,,0,TIER_E
EL50201,HU6020/1Z,Oil Filter,0,,,0,TIER_E
EL50241,HU6024/1Z,Oil Filter,0,,,0,TIER_E
EL56027,HU6027Z,Oil Filter,0,,,0,TIER_E
EL50281,HU6028/1Z,Oil Filter,0,,,0,TIER_E
EL50331,HU6033/1Z,Oil Filter,0,,,0,TIER_E
EL50332,HU6033/2Z,Oil Filter,0,,,0,TIER_E
EL56036,HU6036Z,Oil Filter,0,,,0,TIER_E
EL56037,HU6037Z,Oil Filter,0,,,0,TIER_E
EL56039,HU6039ZKIT,Oil Filter,0,,,0,TIER_E
EL56040,HU6040Z,Oil Filter,0,,,0,TIER_E
EL56044,HU6044Z,Oil Filter,0,,,0,TIER_E
EL56046,HU6046Z,Oil Filter,0,,,0,TIER_E
EL56047,HU6047Z,Oil Filter,0,,,0,TIER_E
EL56048,HU6048Z,Oil Filter,0,,,0,TIER_E
EL56068,HU6068Z,Oil Filter,0,,,0,TIER_E
EL56122,HU612/2XM,Oil Filter,0,,,0,TIER_E
EL56123,HU612/3X,Oil Filter,0,,,0,TIER_E
EL56152,HU615/2X,Oil Filter,0,,,0,TIER_E
EL50691,HU69/1,Oil Filter,0,,,0,TIER_E
EL50694,HU69/4X,Oil Filter,0,,,0,TIER_E
EL50031,HU7003/1X,Oil Filter,0,,,0,TIER_E
EL57004,HU7004X,Oil Filter,0,,,0,TIER_E
EL57009,HU7009ZM,Oil Filter,0,,,0,TIER_E
EL57019,HU7019ZM,Oil Filter,0,,,0,TIER_E
EL57024,HU7024ZM,Oil Filter,0,,,0,TIER_E
EL57027,HU7027ZM,Oil Filter,0,,,0,TIER_E
EL57043,HU7043Z,Oil Filter,0,,,0,TIER_E
EL50491,HU7049/1Z,Oil Filter,0,,,0,TIER_E
EL57052,HU7052Z,Oil Filter,0,,,0,TIER_E
EL57054,HU7054,Oil Filter,0,,,0,TIER_E
EL57056,HU7056Z,Oil Filter,0,,,0,TIER_E
EL57062,HU7062Z,Oil Filter,0,,,0,TIER_E
EL57070,HU7070Z,Oil Filter,0,,,0,TIER_E
EL57071,HU7071Z,Oil Filter,0,,,0,TIER_E
EL51151,HU711/51XM,Oil Filter,0,,,0,TIER_E
EL57115,HU711/5X,Oil Filter,0,,,0,TIER_E
EL50712,HU712X,Oil Filter,0,,,0,TIER_E
EL57131,HU713/1XM,Oil Filter,0,,,0,TIER_E
EL57153,HU715/3X,Oil Filter,0,,,0,TIER_E
EL57181,HU718/1X,Oil Filter,0,,,0,TIER_E
EL57184,HU718/4X,Oil Filter,0,,,0,TIER_E
EL57184,HU718/4Y,Oil Filter,0,,,0,TIER_E
EL57188,HU718/8X,Oil Filter,0,,,0,TIER_E
EL57197,HU719/7XM,Oil Filter,0,,,0,TIER_E
EL57198,HU719/8XM,Oil Filter,0,,,0,TIER_E
EL50721,HU721,Oil Filter,0,,,0,TIER_E
EL57217,HU721/7,Oil Filter,0,,,0,TIER_E
EL57261,HU726/1,Oil Filter,0,,,0,TIER_E
EL57261,HU726/1X,Oil Filter,0,,,0,TIER_E
EL57401,HU7401X,Oil Filter,0,,,0,TIER_E
EL50011,HU8001/1X,Oil Filter,0,,,0,TIER_E
EL58005,HU8005ZM,Oil Filter,0,,,0,TIER_E
EL50071,HU8007/1Z,Oil Filter,0,,,0,TIER_E
EL50101,HU8010/1Z,Oil Filter,0,,,0,TIER_E
EL50121,HU8012/1Z,Oil Filter,0,,,0,TIER_E
EL58017,HU8017Z,Oil Filter,0,,,0,TIER_E
EL58022,HU8022Z,Oil Filter,0,,,0,TIER_E
EL58023,HU8023Z,Oil Filter,0,,,0,TIER_E
EL58153,HU815/3X,Oil Filter,0,,,0,TIER_E
EL58224,HU822/4X,Oil Filter,0,,,0,TIER_E
EL58231,HU823/1X,Oil Filter,0,,,0,TIER_E
EL58351,HU835/1X,Oil Filter,0,,,0,TIER_E
EL58481,HU848/1,Oil Filter,0,,,0,TIER_E
EL59005,HU9005X,Oil Filter,0,,,0,TIER_E
EL59012,HU9012X,Oil Filter,0,,,0,TIER_E
EL59013,HU9013Z,Oil Filter,0,,,0,TIER_E
EL59021,HU9021Z,Oil Filter,0,,,0,TIER_E
EL59253,HU925/3X,Oil Filter,0,,,0,TIER_E
EL59254,HU925/4YM,Oil Filter,0,,,0,TIER_E
EL59255,HU925/5X,Oil Filter,0,,,0,TIER_E
EL59304,HU930/4N,Oil Filter,0,,,0,TIER_E
EL59304,HU930/4X,Oil Filter,0,,,0,TIER_E
EL59383,HU938/3X,Oil Filter,0,,,0,TIER_E
EL59473,HU947/3N,Oil Filter,0,,,0,TIER_E
EL59473,HU947/3X,Oil Filter,0,,,0,TIER_E
EF50002,PU10002Z,Fuel Filter,0,,,0,TIER_E
EF50032,PU10003/2X,Fuel Filter,0,,,0,TIER_E
EF50007,PU10007,Fuel Filter,0,,,0,TIER_E
EF50014,PU10014Z,Fuel Filter,0,,,0,TIER_E
EF50015,PU10015X,Fuel Filter,0,,,0,TIER_E
EF50162,PU10016/2Z,Fuel Filter,0,,,0,TIER_E
EF50031,PU10031X,Fuel Filter,0,,,0,TIER_E
EF50362,PU10036/2Z,Fuel Filter,0,,,0,TIER_E
EF50401,PU1040/1X,Fuel Filter,0,,,0,TIER_E
EF51042,PU1042X,Fuel Filter,0,,,0,TIER_E
EF51046,PU1046X,Fuel Filter,0,,,0,TIER_E
EF51048,PU1048X,Fuel Filter,0,,,0,TIER_E
EF50592,PU1059/2X,Fuel Filter,0,,,0,TIER_E
EF50593,PU1059/3X,Fuel Filter,0,,,0,TIER_E
EF51090,PU1090,Fuel Filter,0,,,0,TIER_E
EF50053,PU11005/3Z,Fuel Filter,0,,,0,TIER_E
EF51006,PU11006Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),A 000 090 34 51,40,TIER_C
EF51006,PU11006Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),000 090 34 51,40,TIER_C
EF51006,PU11006Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),A 472 092 08 05,40,TIER_C
EF51006,PU11006Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),472 092 08 05,40,TIER_C
EF51012,PU11012Z,Fuel Filter,0,,,0,TIER_E
EF50012,PU12001/2Z,Fuel Filter,0,,,0,TIER_E
EF50022,PU12002/2Z,Fuel Filter,0,,,0,TIER_E
EF50102,PU12010/2Z,Fuel Filter,0,,,0,TIER_E
EF52011,PU12011Z,Fuel Filter,0,,,0,TIER_E
EF52012,PU12012Z,Fuel Filter,0,,,0,TIER_E
EF50132,PU12013/2Z,Fuel Filter,0,,,0,TIER_E
EF52021,PU12021X,Fuel Filter,0,,,0,TIER_E
EF50302,PU12030/2Z,Fuel Filter,0,,,0,TIER_E
EF53006,PU13006Z,Fuel Filter,0,,,0,TIER_E
EF55002,PU5002Z,Fuel Filter,0,,,0,TIER_E
EF50082,PU6008/2,Fuel Filter,0,,,0,TIER_E
EF57009,PU7009Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),000 090 35 51,40,TIER_C
EF57009,PU7009Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),472 092 09 05,40,TIER_C
EF57009,PU7009Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),A 472 092 09 05,40,TIER_C
EF57009,PU7009Z,Fuel Filter,4,MERCEDES-BENZ (DAIMLER AG),A 000 090 35 51,40,TIER_C
EF50162,PU7016/2,Fuel Filter,0,,,0,TIER_E
EF57022,PU7022Z,Fuel Filter,0,,,0,TIER_E
EF57221,PU722/1X,Fuel Filter,0,,,0,TIER_E
EF58006,PU8006,Fuel Filter,0,,,0,TIER_E
EF51012,PU8010/1/2X,Fuel Filter,0,,,0,TIER_E
EF50102,PU8010/2X,Fuel Filter,0,,,0,TIER_E
EF58019,PU8019,Fuel Filter,0,,,0,TIER_E
EF58034,PU8034Z,Fuel Filter,0,,,0,TIER_E
EF58055,PU8055Z,Fuel Filter,0,,,0,TIER_E
EF50810,PU810X,Fuel Filter,0,,,0,TIER_E
EF50835,PU835X,Fuel Filter,0,,,0,TIER_E
EF59002,PU9002X,Fuel Filter,0,,,0,TIER_E
EF59004,PU9004,Fuel Filter,0,,,0,TIER_E
EF59008,PU9008Z,Fuel Filter,0,,,0,TIER_E
EF59010,PU9010Z,Fuel Filter,0,,,0,TIER_E
EF59014,PU9014Z,Fuel Filter,0,,,0,TIER_E
EF59016,PU9016Z,Fuel Filter,0,,,0,TIER_E
EF59017,PU9017X,Fuel Filter,0,,,0,TIER_E
EF59019,PU9019X,Fuel Filter,0,,,0,TIER_E
EF59022,PU9022X,Fuel Filter,0,,,0,TIER_E
EF59025,PU9025Z,Fuel Filter,0,,,0,TIER_E
EF59033,PU9033Z,Fuel Filter,0,,,0,TIER_E
EF50341,PU9034/1Z,Fuel Filter,0,,,0,TIER_E
EF50382,PU9038/2Z,Fuel Filter,0,,,0,TIER_E
EF50392,PU9039/2Z,Fuel Filter,0,,,0,TIER_E
EF59041,PU9041Z,Fuel Filter,1,HINO,23401-1690,20,TIER_D
EF59105,PU9105,Fuel Filter,0,,,0,TIER_E
EF50932,PU932X,Fuel Filter,0,,,0,TIER_E
EF59661,PU966/1,Fuel Filter,0,,,0,TIER_E
EF50966,PU966X,Fuel Filter,0,,,0,TIER_E
EF59993,PU999/3,Fuel Filter,0,,,0,TIER_E
EF50999,PU999X,Fuel Filter,0,,,0,TIER_E
EA50344,SP1034/4,Air Filter,0,,,0,TIER_E
EA50354,SP1035/4,Air Filter,0,,,0,TIER_E
EA50364,SP1036/4,Air Filter,0,,,0,TIER_E
EA50374,SP1037/4,Air Filter,0,,,0,TIER_E
EA50384,SP1038/4,Air Filter,0,,,0,TIER_E
EA50592,SP1059/2,Air Filter,0,,,0,TIER_E
EA53684,SP1368/4,Air Filter,0,,,0,TIER_E
EA53762,SP1376/2,Air Filter,0,,,0,TIER_E
EA51666,SP1666,Air Filter,0,,,0,TIER_E
EA51888,SP1888,Air Filter,0,,,0,TIER_E
EA50352,SP2035/2,Air Filter,0,,,0,TIER_E
EA50362,SP2036/2,Air Filter,0,,,0,TIER_E
EA50372,SP2037/2,Air Filter,0,,,0,TIER_E
EA50382,SP2038/2,Air Filter,0,,,0,TIER_E
EA50392,SP2039/2,Air Filter,0,,,0,TIER_E
EA50402,SP2040/2,Air Filter,0,,,0,TIER_E
EA50412,SP2041/2X,Air Filter,0,,,0,TIER_E
EA50422,SP2042/2,Air Filter,0,,,0,TIER_E
EA50432,SP2043/2,Air Filter,0,,,0,TIER_E
EA50462,SP2046/2,Air Filter,0,,,0,TIER_E
EA50532,SP2053/2,Air Filter,0,,,0,TIER_E
EA50812,SP2081/2,Air Filter,0,,,0,TIER_E
EA50815,SP2081/5,Air Filter,0,,,0,TIER_E
EA50828,SP2082/8,Air Filter,0,,,0,TIER_E
EA50838,SP2083/8,Air Filter,0,,,0,TIER_E
EA50848,SP2084/8,Air Filter,0,,,0,TIER_E
EA58511,SP2085/11,Air Filter,0,,,0,TIER_E
EA58611,SP2086/11,Air Filter,0,,,0,TIER_E
EA58710,SP2087/10,Air Filter,0,,,0,TIER_E
EA50886,SP2088/6,Air Filter,0,,,0,TIER_E
EA50898,SP2089/8,Air Filter,0,,,0,TIER_E
EA59112,SP2091/12,Air Filter,0,,,0,TIER_E
EA59310,SP2093/10,Air Filter,0,,,0,TIER_E
EA50952,SP2095/2,Air Filter,0,,,0,TIER_E
EA50962,SP2096/2,Air Filter,0,,,0,TIER_E
EA50972,SP2097/2,Air Filter,0,,,0,TIER_E
EA51002,SP2100/2,Air Filter,0,,,0,TIER_E
EA51025,SP2102/5,Air Filter,0,,,0,TIER_E
EA51045,SP2104/5,Air Filter,0,,,0,TIER_E
EA51091,SP2109/1,Air Filter,0,,,0,TIER_E
EA51121,SP2112/1,Air Filter,0,,,0,TIER_E
EA52312,SP231/2,Air Filter,0,,,0,TIER_E
EA52446,SP2446,Air Filter,0,,,0,TIER_E
EA55422,SP2542/2,Air Filter,0,,,0,TIER_E
EA57472,SP2747/2,Air Filter,0,,,0,TIER_E
EA58412,SP2841/2,Air Filter,0,,,0,TIER_E
EA52841,SP2841AZ,Air Filter,0,,,0,TIER_E
EA52846,SP2846,Air Filter,0,,,0,TIER_E
EA58532,SP2853/2,Air Filter,0,,,0,TIER_E
EA50082,SP3008/2X,Air Filter,0,,,0,TIER_E
EA50092,SP3009/2,Air Filter,0,,,0,TIER_E
EA50142,SP3014/2,Air Filter,0,,,0,TIER_E
EA50192,SP3019/2,Air Filter,0,,,0,TIER_E
EA50202,SP3020/2,Air Filter,0,,,0,TIER_E
EA50212,SP3021/2,Air Filter,0,,,0,TIER_E
EA50222,SP3022/2,Air Filter,0,,,0,TIER_E
EA50252,SP3025/2X,Air Filter,0,,,0,TIER_E
EA50443,SP3044/3X,Air Filter,0,,,0,TIER_E
EA50452,SP3045/2X,Air Filter,0,,,0,TIER_E
EA50581,SP3058/1,Air Filter,0,,,0,TIER_E
EA50601,SP3060/1,Air Filter,0,,,0,TIER_E
EA56110,SP3061/10,Air Filter,0,,,0,TIER_E
EA50621,SP3062/1,Air Filter,0,,,0,TIER_E
EA50641,SP3064/1,Air Filter,0,,,0,TIER_E
EA57110,SP3071/10,Air Filter,0,,,0,TIER_E
EA55051,SP505/1X,Air Filter,0,,,0,TIER_E
EL51032,W1032,Oil Filter,0,,,0,TIER_E
EL51070,W1070,Oil Filter,0,,,0,TIER_E
EL51071,W1071,Oil Filter,0,,,0,TIER_E
EL50003,W11000/3,Oil Filter,0,,,0,TIER_E
EL51012,W11012,Oil Filter,0,,,0,TIER_E
EL51015,W11015,Oil Filter,0,,,0,TIER_E
EL51018,W11018,Oil Filter,0,,,0,TIER_E
EL51052,W11052,Oil Filter,0,,,0,TIER_E
EL51053,W11053,Oil Filter,0,,,0,TIER_E
EL51056,W11056,Oil Filter,0,,,0,TIER_E
EL51110,W1110,Oil Filter,0,,,0,TIER_E
EL50211,W11102/11,Oil Filter,0,,,0,TIER_E
EL50214,W11102/14,Oil Filter,0,,,0,TIER_E
EL51022,W11102/2,Oil Filter,0,,,0,TIER_E
EL50220,W11102/20,Oil Filter,0,,,0,TIER_E
EL50224,W11102/24,Oil Filter,0,,,0,TIER_E
EL50243,W11102/43,Oil Filter,0,,,0,TIER_E
EL50245,W11102/45,Oil Filter,1,DONGFENG (CN),D5000681013,20,TIER_D
EL50248,W11102/48,Oil Filter,0,,,0,TIER_E
EL51120,W1120,Oil Filter,0,,,0,TIER_E
EL51261,W1126/1,Oil Filter,0,,,0,TIER_E
EL51262,W1126/2,Oil Filter,0,,,0,TIER_E
