sku,category,don_pn,brand,code,code_type
EL80832,lube,DBL0832,DONALDSON,P550832,ALTERNATIVE
EL83998,lube,DBL3998,DONALDSON,P552100,ALTERNATIVE
EL83998,lube,DBL3998,DONALDSON,P551016,ALTERNATIVE
EL83998,lube,DBL3998,HIFI,SO10086,CROSSREF
EL83998,lube,DBL3998,LUBERFINER,LFP2160XL,CROSSREF
EL83998,lube,DBL3998,BIG A,92971XD,OEM
EL83998,lube,DBL3998,LEYLAND-DAF (LDV),10906228,OEM
EL83998,lube,DBL3998,LEYLAND-DAF (LDV),10906288,OEM
EL83998,lube,DBL3998,LEYLAND-DAF (LDV),709932,OEM
EL83998,lube,DBL3998,MACK,2191P552100,OEM
EL83998,lube,DBL3998,NEW FLYER INDUSTRIES LTD,945045,OEM
EL83998,lube,DBL3998,ORENSTEIN & KOPPEL,8024609,OEM
EL84560,lube,DBL4560,DONALDSON,P554560,ALTERNATIVE
EL84560,lube,DBL4560,CUMMINS,5375337,OEM
EL87300,lube,DBL7300,DONALDSON,P553000,ALTERNATIVE
EL87300,lube,DBL7300,HENGST,H300W07,CROSSREF
EL87300,lube,DBL7300,HIFI,SO10177,CROSSREF
EL87300,lube,DBL7300,MANN,WP12121,CROSSREF
EL87300,lube,DBL7300,UFI,23.503.00,CROSSREF
EL87300,lube,DBL7300,UFI,2350300,CROSSREF
EL87300,lube,DBL7300,CUMMINS,4906635,OEM
EL87300,lube,DBL7300,CUMMINS,5444774,OEM
EL87300,lube,DBL7300,CUMMINS,5520789,OEM
EL87300,lube,DBL7300,EPIROC,6060009419,OEM
EL87300,lube,DBL7300,HITACHI,YA00083032,OEM
EL87300,lube,DBL7300,SDLG,4110016146003,OEM
EL87300,lube,DBL7300,VERSATILE,86029587,OEM
EL87345,lube,DBL7345,DONALDSON,P558616,ALTERNATIVE
EL87345,lube,DBL7345,DONALDSON,P551017,ALTERNATIVE
EL87345,lube,DBL7345,HENGST,H831W,CROSSREF
EL87345,lube,DBL7345,MANN,W1020,CROSSREF
EL87345,lube,DBL7345,KOMATSU,6733515140,OEM
EL87345,lube,DBL7345,NEW HOLLAND,73326620,OEM
EL87345,lube,DBL7345,VMC,LF7345,OEM
EL87345,lube,DBL7345,VOLVO,15155620,OEM
EL87349,lube,DBL7349,DONALDSON,P558615,ALTERNATIVE
EL87349,lube,DBL7349,DONALDSON,P551018,ALTERNATIVE
EL87349,lube,DBL7349,FRAM,HPH3976AFP,CROSSREF
EL87349,lube,DBL7349,HASTINGS,LF678,CROSSREF
EL87349,lube,DBL7349,HIFI,SO10008,CROSSREF
EL87349,lube,DBL7349,LUBERFINER,LFP780XL,CROSSREF
EL87349,lube,DBL7349,BLAW KNOX,0016482100,OEM
EL87349,lube,DBL7349,CARRIER TRANSICOLD,300046300P12,OEM
EL87349,lube,DBL7349,CARRIER TRANSICOLD,300046300,OEM
EL87349,lube,DBL7349,DONGFENG,1012N010,OEM
EL87349,lube,DBL7349,FODEN,Y03753603,OEM
EL87349,lube,DBL7349,HITACHI,76192087,OEM
EL87367,lube,DBL7367,DONALDSON,P550367,ALTERNATIVE
EL87367,lube,DBL7367,HENGST,H23WD,CROSSREF
EL87367,lube,DBL7367,ALLIANCE-PARTS,ABPN-10G-P550367,CROSSREF
EL87367,lube,DBL7367,BALDWIN,B40013,CROSSREF
EL87367,lube,DBL7367,LUBERFINER,LFP2285XL,CROSSREF
EL87367,lube,DBL7367,WIX,51799XD,CROSSREF
EL87367,lube,DBL7367,SANDVIK,69036397,OEM
EL87367,lube,DBL7367,VMC,LF7367,OEM
EL87405,lube,DBL7405,DONALDSON,DBL7505,ALTERNATIVE
EL87405,lube,DBL7405,DONALDSON,P551808,ALTERNATIVE
EL87405,lube,DBL7405,DONALDSON,P554005,ALTERNATIVE
EL87405,lube,DBL7405,DONALDSON,P554105,ALTERNATIVE
EL87405,lube,DBL7405,HENGST,H842W,CROSSREF
EL87405,lube,DBL7405,HIFI,SO10083,CROSSREF
EL87405,lube,DBL7405,LUBERFINER,LFP4005XL,CROSSREF
EL87405,lube,DBL7405,CATERPILLAR,2444484,OEM
EL87405,lube,DBL7405,COMPAIR,9826280400001,OEM
EL87405,lube,DBL7405,SULLAIR,0953,OEM
EL87405,lube,DBL7405,SULLAIR,953,OEM
EL87483,lube,DBL7483,DONALDSON,P550519,ALTERNATIVE
EL87483,lube,DBL7483,DONALDSON,P553191,ALTERNATIVE
EL87483,lube,DBL7483,DONALDSON,P551807,ALTERNATIVE
EL87483,lube,DBL7483,DT,110280,CROSSREF
EL87483,lube,DBL7483,DT,211037,CROSSREF
EL87483,lube,DBL7483,DT,624202,CROSSREF
EL87483,lube,DBL7483,HENGST,H200W10,CROSSREF
EL87483,lube,DBL7483,LUBERFINER,LFP3191XL,CROSSREF
EL87483,lube,DBL7483,MANN,W11102/36,CROSSREF
EL87483,lube,DBL7483,WIX,51791,CROSSREF
EL87483,lube,DBL7483,WIX,51791E,CROSSREF
EL87483,lube,DBL7483,ARIEL,A0661,OEM
EL87483,lube,DBL7483,ARIEL,A661,OEM
EL87483,lube,DBL7483,GARDNER DENVER,H27096,OEM
EL87483,lube,DBL7483,RENAULT VI,7421561278,OEM
EL87483,lube,DBL7483,RENAULT VI,41035000133555,OEM
EL87483,lube,DBL7483,VMC,LF7483,OEM
EL87483,lube,DBL7483,VOLVO,21707134,OEM
EL87505,lube,DBL7505,DONALDSON,P554105,ALTERNATIVE
EL87505,lube,DBL7505,DONALDSON,P554005,ALTERNATIVE
EL87505,lube,DBL7505,DONALDSON,P551808,ALTERNATIVE
EL87505,lube,DBL7505,DONALDSON,DBL7405,ALTERNATIVE
EL87505,lube,DBL7505,HENGST,H842W,CROSSREF
EL87505,lube,DBL7505,CATERPILLAR,244-4484,CROSSREF
EL87505,lube,DBL7505,GROVE,03134850,CROSSREF
EL87505,lube,DBL7505,HIFI,SO10154,CROSSREF
EL87505,lube,DBL7505,MAHLE,HC35,CROSSREF
EL87505,lube,DBL7505,MAHLE,PX37-13-2-SMX10,CROSSREF
EL87505,lube,DBL7505,MANN,WD13145/17,CROSSREF
EL87505,lube,DBL7505,CATERPILLAR,2444484,OEM
EL87670,lube,DBL7670,DONALDSON,P551670,ALTERNATIVE
EL87670,lube,DBL7670,HENGST,H240W,CROSSREF
EL87670,lube,DBL7670,HIFI,SO6112,CROSSREF
EL87670,lube,DBL7670,AC DELCO,PF911L,OEM
EL87670,lube,DBL7670,AC DELCO,PF2103L,OEM
EL87670,lube,DBL7670,BOBCAT,900007,OEM
EL87670,lube,DBL7670,CUMMINS,5465813,OEM
EL87670,lube,DBL7670,DETROIT DIESEL,23518524,OEM
EL87670,lube,DBL7670,DETROIT DIESEL,23530408,OEM
EL87670,lube,DBL7670,DONGFENG,1125030H01A0,OEM
EL87739,lube,DBL7739,DONALDSON,P554004,ALTERNATIVE
EL87739,lube,DBL7739,AC DELCO,PF857L,OEM
EL87739,lube,DBL7739,BIG A,92791XE,OEM
EL87739,lube,DBL7739,COMPAIR,9824650480001,OEM
EL87739,lube,DBL7739,JOHN DEERE,GG17031266,OEM
EL87739,lube,DBL7739,LENZ,CP103210B,OEM
EL87739,lube,DBL7739,LINDE,3562227706,OEM
EL87739,lube,DBL7739,MUSTANG,17031266,OEM
EL87739,lube,DBL7739,VMC,LF7739,OEM
EL87900,lube,DBL7900,DONALDSON,P559000,ALTERNATIVE
EL87900,lube,DBL7900,DONALDSON,P550949,ALTERNATIVE
EL87900,lube,DBL7900,FRAM,PH8691A,CROSSREF
EL87900,lube,DBL7900,HENGST,H330W,CROSSREF
EL87900,lube,DBL7900,HENGST,H330W01,CROSSREF
EL87900,lube,DBL7900,HENGST,H745W,CROSSREF
EL87900,lube,DBL7900,HIFI,SO10142,CROSSREF
EL87900,lube,DBL7900,LUBERFINER,LFP9001XL,CROSSREF
EL87900,lube,DBL7900,MANN,WP12120/1,CROSSREF
EL87900,lube,DBL7900,UFI,23.734.00,CROSSREF
EL87900,lube,DBL7900,UFI,2373400,CROSSREF
EL87900,lube,DBL7900,CUMMINS,4906633,OEM
EL87900,lube,DBL7900,CUMMINS,4367100,OEM
EL87900,lube,DBL7900,CUMMINS,5575298,OEM
EL87900,lube,DBL7900,DONALDSON,ELF2501,OEM
EL87900,lube,DBL7900,JOHN DEERE,RE574468,OEM
EL87900,lube,DBL7900,JOHN DEERE,DZ121669,OEM
EL87900,lube,DBL7900,JOHN DEERE,PMLF9070,OEM
EL87900,lube,DBL7900,LIUGONG,40C0434,OEM
EL87900,lube,DBL7900,MACK,2191P559000,OEM
EL87947,lube,DBL7947,DONALDSON,P550947,ALTERNATIVE
EL89071,lube,P169071,DONALDSON,P550008,ALTERNATIVE
EL89071,lube,P169071,AC-DELCO,HD222,CROSSREF
EL89071,lube,P169071,AC-DELCO,PF2217,CROSSREF
EL89071,lube,P169071,ALFA-ROMEO,105000603000,CROSSREF
EL89071,lube,P169071,BALDWIN,B2-HPG,CROSSREF
EL89071,lube,P169071,BALDWIN,B2HPG,CROSSREF
EL89071,lube,P169071,BECK-ARNLEY,041-8144,CROSSREF
EL89071,lube,P169071,BIG-A,92622,CROSSREF
EL89071,lube,P169071,BRITISH-LEYLAND,ERR-1168,CROSSREF
EL89071,lube,P169071,CAPA,CP-140V-35,CROSSREF
EL89071,lube,P169071,CARQUEST,185515,CROSSREF
EL89071,lube,P169071,CARQUEST,84515,CROSSREF
EL89071,lube,P169071,CARQUEST,85622,CROSSREF
EL89071,lube,P169071,CASE-FILTERS,K955687,CROSSREF
EL89071,lube,P169071,CASTROL,CAS8A,CROSSREF
EL89071,lube,P169071,CHAMPION,OF407,CROSSREF
EL89071,lube,P169071,CHAMP-LAB,HP1,CROSSREF
EL89071,lube,P169071,CHAMPION-ROAD,15590,CROSSREF
EL89071,lube,P169071,CHRYSLER,3609251,CROSSREF
EL89071,lube,P169071,CHRYSLER,3690251,CROSSREF
EL89071,lube,P169071,CHRYSLER,P4529190,CROSSREF
EL89071,lube,P169071,CO-OP,PL-58758,CROSSREF
EL89071,lube,P169071,DELUXE,WD-296,CROSSREF
EL89071,lube,P169071,DELUXE,WD-442,CROSSREF
EL89071,lube,P169071,DENSO,115310-0071,CROSSREF
EL89071,lube,P169071,DT,463636,CROSSREF
EL89071,lube,P169071,FIAT,1354828,CROSSREF
EL89071,lube,P169071,FIAT,220425,CROSSREF
EL89071,lube,P169071,FIAT,4121392,CROSSREF
EL89071,lube,P169071,FIAT,4523873,CROSSREF
EL89071,lube,P169071,FIAT,592765,CROSSREF
EL89071,lube,P169071,FLEETGUARD,LF3487,CROSSREF
EL89071,lube,P169071,FORD,CM-6731-FL1A,CROSSREF
EL89071,lube,P169071,FORD,D0NN-6714-B,CROSSREF
EL89071,lube,P169071,FORD,E7TZ-6731-A,CROSSREF
EL89071,lube,P169071,FRAM,HP1,CROSSREF
EL89071,lube,P169071,FULLER,17237,CROSSREF
EL89071,lube,P169071,GENERAL-MOTORS,25010543,CROSSREF
EL89071,lube,P169071,GENERAL-MOTORS,25313760,CROSSREF
EL89071,lube,P169071,GRAND-PRIX,HP1,CROSSREF
EL89071,lube,P169071,GRAY-MARINE,77281,CROSSREF
EL89071,lube,P169071,GROUP-7,L39001,CROSSREF
EL89071,lube,P169071,HASTINGS,HF978,CROSSREF
EL89071,lube,P169071,HASTINGS,LF140,CROSSREF
EL89071,lube,P169071,HIFI,SO10032,CROSSREF
EL89071,lube,P169071,ITM,11-19806,CROSSREF
EL89071,lube,P169071,JIFFY-LUBE,JL9001,CROSSREF
EL89071,lube,P169071,KNECHT,OC67,CROSSREF
EL89071,lube,P169071,KRALINATOR,L1,CROSSREF
EL89071,lube,P169071,LUBERFINER,HP1,CROSSREF
EL89071,lube,P169071,LUCAS-GIRLING,F6750,CROSSREF
EL89071,lube,P169071,MAGNETI-MARELLI,154078228510,CROSSREF
EL89071,lube,P169071,MAHLE,OC67,CROSSREF
EL89071,lube,P169071,MANN,W940/1,CROSSREF
EL89071,lube,P169071,MANN,W940/81,CROSSREF
EL89071,lube,P169071,MASTER-PARTS,HP-1,CROSSREF
EL89071,lube,P169071,METAL-LEVE,OC67,CROSSREF
EL89071,lube,P169071,MIGHTY,L39001,CROSSREF
EL89071,lube,P169071,MOBIL,L39001,CROSSREF
EL89071,lube,P169071,MOPAR,L-526,CROSSREF
EL89071,lube,P169071,MOPAR,P4529190,CROSSREF
EL89071,lube,P169071,MOTORCRAFT,FL 1-HP,CROSSREF
EL89071,lube,P169071,NAPA,1622,CROSSREF
EL89071,lube,P169071,OMC,174789,CROSSREF
EL89071,lube,P169071,OMC,174796,CROSSREF
EL89071,lube,P169071,PROMATCH,971215,CROSSREF
EL89071,lube,P169071,PURFLUX,LS582,CROSSREF
EL89071,lube,P169071,PUROLATOR,L39001,CROSSREF
EL89071,lube,P169071,QUAKER-STATE,L39001,CROSSREF
EL89071,lube,P169071,QUAKER-STATE,PO-110,CROSSREF
EL89071,lube,P169071,ROVER,ERR-1168,CROSSREF
EL89071,lube,P169071,ROVER,ERR1168,CROSSREF
EL89071,lube,P169071,RYDER,990937,CROSSREF
EL89071,lube,P169071,SHELL,L39001,CROSSREF
EL89071,lube,P169071,SHELL,SH1,CROSSREF
EL89071,lube,P169071,STP,HP1,CROSSREF
EL89071,lube,P169071,TCI,23-68760,CROSSREF
EL89071,lube,P169071,TOYOTA,1560076003,CROSSREF
EL89071,lube,P169071,TOYOTA,156007600371,CROSSREF
EL89071,lube,P169071,VALVOLINE,L1,CROSSREF
EL89071,lube,P169071,VMC,LF169071,CROSSREF
EL89071,lube,P169071,WARNER,HP1,CROSSREF
EL89071,lube,P169071,WILMINK-GROUP,WG1217221,CROSSREF
EL89071,lube,P169071,WILMINK-GROUP,WG1379129,CROSSREF
EL89071,lube,P169071,WIX,51515R,CROSSREF
EL89071,lube,P169071,WIX,51622,CROSSREF
EL89071,lube,P169071,WIX,WL7096,CROSSREF
EL89071,lube,P169071,ACE SCRAP METAL,PH1,OEM
EL89071,lube,P169071,ACE SCRAP METAL,PH8A,OEM
EL89071,lube,P169071,AGCO,72257916,OEM
EL89071,lube,P169071,ALCOA MARINE,NO220,OEM
EL89071,lube,P169071,ALFA ROMEO,370640000,OEM
EL89071,lube,P169071,ALFA ROMEO,106000603002,OEM
EL89071,lube,P169071,ALFA ROMEO,106000603000,OEM
EL89071,lube,P169071,ALFA ROMEO,45170000,OEM
EL89071,lube,P169071,ALFA ROMEO,37064000,OEM
EL89071,lube,P169071,ALFA ROMEO,1060000603000,OEM
EL89071,lube,P169071,ALFA ROMEO,451700000,OEM
EL89071,lube,P169071,ALFA ROMEO,105000603000,OEM
EL89071,lube,P169071,ALLCAR,APH8,OEM
EL83489,lube,P173489,AMMANN,921198,CROSSREF
EL83489,lube,P173489,ARGO,P2092301,CROSSREF
EL83489,lube,P173489,BALDWIN,PT8459,CROSSREF
EL83489,lube,P173489,CARQUEST,94482,CROSSREF
EL83489,lube,P173489,FAI,02541801,CROSSREF
EL83489,lube,P173489,FAI,2541801,CROSSREF
EL83489,lube,P173489,FIL,ML1279,CROSSREF
EL83489,lube,P173489,FILTREC,S531C10,CROSSREF
EL83489,lube,P173489,FLEETGUARD,HF28794,CROSSREF
EL83489,lube,P173489,HIFI,SH52301,CROSSREF
EL83489,lube,P173489,JURA,SH52301,CROSSREF
EL83489,lube,P173489,MANN,HD8013,CROSSREF
EL83489,lube,P173489,SAKURA,H4904,CROSSREF
EL83489,lube,P173489,SCHAEFF,336021005,CROSSREF
EL83489,lube,P173489,SCHUPP,HY10032,CROSSREF
EL83489,lube,P173489,SCT,SH4018,CROSSREF
EL83489,lube,P173489,VMC,HF173489,CROSSREF
EL83489,lube,P173489,VOEGELE,9606561001,CROSSREF
EL83489,lube,P173489,WIRTGEN,5067,CROSSREF
EL83489,lube,P173489,WOODGATE,WGH2301,CROSSREF
EL83489,lube,P173489,AMMANN,921198,OEM
EL83489,lube,P173489,ARGO,P2092301,OEM
EL83489,lube,P173489,HAMM,233404,OEM
EL83489,lube,P173489,KAESSBOHRER,8216185023,OEM
EL83489,lube,P173489,KAESSBOHRER,8216533305,OEM
EL83489,lube,P173489,KRAMER,3636031,OEM
EL82007,lube,P502007,DONALDSON,P550162,ALTERNATIVE
EL82007,lube,P502007,AC-DELCO,AC080,CROSSREF
EL82007,lube,P502007,AC-DELCO,PF1127,CROSSREF
EL82007,lube,P502007,AC-DELCO,PF2057,CROSSREF
EL82007,lube,P502007,ALCO,SP1094,CROSSREF
EL82007,lube,P502007,ALCO,SP989,CROSSREF
EL82007,lube,P502007,ALCOA-MARINE,MO511,CROSSREF
EL82007,lube,P502007,AMC,JE1514302,CROSSREF
EL82007,lube,P502007,AMC,L7317,CROSSREF
EL82007,lube,P502007,AMC,MO511,CROSSREF
EL82007,lube,P502007,AMC,MO7317,CROSSREF
EL82007,lube,P502007,AMC,OC11110,CROSSREF
EL82007,lube,P502007,AMC,OC15160,CROSSREF
EL82007,lube,P502007,AMC,OF2012,CROSSREF
EL82007,lube,P502007,AMC,SFO4302,CROSSREF
EL82007,lube,P502007,AMC,T8307,CROSSREF
EL82007,lube,P502007,AMC,VO19,CROSSREF
EL82007,lube,P502007,AMC,VO50,CROSSREF
EL82007,lube,P502007,AMSOIL,EAO13,CROSSREF
EL82007,lube,P502007,ASAHI,511K,CROSSREF
EL82007,lube,P502007,ASHIKA,1001120,CROSSREF
EL82007,lube,P502007,ASHIKA,1001198,CROSSREF
EL82007,lube,P502007,ASHIKA,1003316,CROSSREF
EL82007,lube,P502007,ASHIKA,1004406,CROSSREF
EL82007,lube,P502007,ASHIKA,1004410,CROSSREF
EL82007,lube,P502007,ASHIKA,1004498,CROSSREF
EL82007,lube,P502007,ASHIKA,1007703,CROSSREF
EL82007,lube,P502007,ATLAS,M36,CROSSREF
EL82007,lube,P502007,AUTOEDGE,AL7317,CROSSREF
EL82007,lube,P502007,AUTOLITE,AL6607,CROSSREF
EL82007,lube,P502007,BALDWIN,B1402,CROSSREF
EL82007,lube,P502007,BALDWIN,B1431,CROSSREF
EL82007,lube,P502007,BALDWIN,B530,CROSSREF
EL82007,lube,P502007,BALDWIN,B7441,CROSSREF
EL82007,lube,P502007,BECK-ARNLEY,041-8075,CROSSREF
EL82007,lube,P502007,BECK-ARNLEY,041-8135,CROSSREF
EL82007,lube,P502007,BIG-A,92356,CROSSREF
EL82007,lube,P502007,BLUE-PRINT,ADL142102,CROSSREF
EL82007,lube,P502007,BOSCH,0451103364,CROSSREF
EL82007,lube,P502007,BOSCH,3323,CROSSREF
EL82007,lube,P502007,BOSCH,72179,CROSSREF
EL82007,lube,P502007,BOSCH,OO364,CROSSREF
EL82007,lube,P502007,CANADIAN-TIRE,17-1747-0,CROSSREF
EL82007,lube,P502007,CARCARE,FL822,CROSSREF
EL82007,lube,P502007,CARCARE,OF7317,CROSSREF
EL82007,lube,P502007,CARQUEST,84356HD,CROSSREF
EL82007,lube,P502007,CARQUEST,85356,CROSSREF
EL82007,lube,P502007,CARQUEST,B4620,CROSSREF
EL82007,lube,P502007,CASTROL,CAS7317,CROSSREF
EL82007,lube,P502007,CATERPILLAR,1041426,CROSSREF
EL82007,lube,P502007,CATERPILLAR,1041427,CROSSREF
EL82007,lube,P502007,CATERPILLAR,199-2239,CROSSREF
EL82007,lube,P502007,CATERPILLAR,1992239,CROSSREF
EL82007,lube,P502007,CATERPILLAR,30A4000103,CROSSREF
EL82007,lube,P502007,CATERPILLAR,MD135737,CROSSREF
EL82007,lube,P502007,CENEX,CO2867,CROSSREF
EL82007,lube,P502007,CHAMP,PH2867,CROSSREF
EL82007,lube,P502007,CHAMP-LAB,LF486,CROSSREF
EL82007,lube,P502007,CHAMP-LAB,PH2867,CROSSREF
EL82007,lube,P502007,CHRYSLER,MD135737,CROSSREF
EL82007,lube,P502007,CHRYSLER,MD137537,CROSSREF
EL82007,lube,P502007,CHRYSLER,MD360935,CROSSREF
EL82007,lube,P502007,CLEAN,DO1823,CROSSREF
EL82007,lube,P502007,CLEAN,DO925A,CROSSREF
EL82007,lube,P502007,CLEAN,PO7317,CROSSREF
EL82007,lube,P502007,COOPERS,Z1128,CROSSREF
EL82007,lube,P502007,COOPERS,Z1129,CROSSREF
EL82007,lube,P502007,COOPERS,Z1344,CROSSREF
EL82007,lube,P502007,COOPERS-FIAAM,FT5407,CROSSREF
EL82007,lube,P502007,CROSLAND,2112,CROSSREF
EL82007,lube,P502007,CROSLAND,2123,CROSSREF
EL82007,lube,P502007,CROSLAND,2163,CROSSREF
EL82007,lube,P502007,DAEWOO,D460903,CROSSREF
EL82007,lube,P502007,DEFENSE,DL7317,CROSSREF
EL82007,lube,P502007,DELPHI,FX1012,CROSSREF
EL82007,lube,P502007,DENSO,150-1009,CROSSREF
EL82007,lube,P502007,DENSO,150-1010,CROSSREF
EL82007,lube,P502007,DEUTSCH,D370,CROSSREF
EL82007,lube,P502007,EVERGARD,E4620,CROSSREF
EL82007,lube,P502007,EXMAN,JE1514302,CROSSREF
EL82007,lube,P502007,EXMAN,L7317,CROSSREF
EL82007,lube,P502007,EXMAN,MO7317,CROSSREF
EL82007,lube,P502007,EXMAN,OC11110,CROSSREF
EL82007,lube,P502007,EXMAN,OC15160,CROSSREF
EL82007,lube,P502007,EXMAN,OF2012,CROSSREF
EL82007,lube,P502007,EXMAN,SFO4302,CROSSREF
EL82007,lube,P502007,EXMAN,T8307,CROSSREF
EL82007,lube,P502007,EXMAN,VO19,CROSSREF
EL82007,lube,P502007,EXMAN,VO50,CROSSREF
EL82007,lube,P502007,FEBI-BILSTEIN,32100,CROSSREF
EL82007,lube,P502007,FEDERAL-MOTORS,FMS2090,CROSSREF
EL82007,lube,P502007,FIAAM,FT5407,CROSSREF
EL82007,lube,P502007,FIAT,46544820,CROSSREF
EL82007,lube,P502007,FIAT,46751179,CROSSREF
EL82007,lube,P502007,FIAT,71736161,CROSSREF
EL82007,lube,P502007,FIBA,F521,CROSSREF
EL82007,lube,P502007,FIBA,FL415,CROSSREF
EL82007,lube,P502007,FIL,ZP3091,CROSSREF
EL82007,lube,P502007,FIL,ZP3100,CROSSREF
EL82007,lube,P502007,FILTRON,OP575,CROSSREF
EL82007,lube,P502007,FIRESTONE,TF-4620,CROSSREF
EL82007,lube,P502007,FIRESTONE,TF4620,CROSSREF
EL82007,lube,P502007,FLAG,C-3562,CROSSREF
EL82007,lube,P502007,FLAG,C-4620,CROSSREF
EL82007,lube,P502007,FLAG,C-6811,CROSSREF
EL82007,lube,P502007,FLEETGUARD,LF3537,CROSSREF
EL82007,lube,P502007,FLEETGUARD,LF3691,CROSSREF
EL82007,lube,P502007,FLEETGUARD,LF3862,CROSSREF
EL82007,lube,P502007,FLEETRITE,LFR83537,CROSSREF
EL82007,lube,P502007,FLEETRITE,LFR83644,CROSSREF
EL82007,lube,P502007,FLEETRITE,LFR83691,CROSSREF
EL82007,lube,P502007,FLYING-F,PH6607AZ,CROSSREF
EL82007,lube,P502007,FORD,1535506,CROSSREF
EL82007,lube,P502007,FORD,1699522,CROSSREF
EL82007,lube,P502007,FORD,3396825,CROSSREF
EL82007,lube,P502007,FORD,3803268,CROSSREF
EL82007,lube,P502007,FORD,F12Z6731B,CROSSREF
EL82007,lube,P502007,FORD,F23Z-6731-B,CROSSREF
EL82007,lube,P502007,FORD,F23Z6731B,CROSSREF
EL82007,lube,P502007,FORD,F32Z-6731-A,CROSSREF
EL82007,lube,P502007,FORD,F32Z6731A,CROSSREF
EL82007,lube,P502007,FORD,XF5Z-6731-AA,CROSSREF
EL82007,lube,P502007,FORD,XF5Z6731AA,CROSSREF
EL82007,lube,P502007,FORD,XF5Z6731M,CROSSREF
EL82007,lube,P502007,FRAM,DG7317,CROSSREF
EL82007,lube,P502007,FRAM,PH3593AFP,CROSSREF
EL82007,lube,P502007,FRAM,PH3985,CROSSREF
EL82007,lube,P502007,FRAM,PH5317,CROSSREF
EL82007,lube,P502007,FRAM,PH5541,CROSSREF
EL82007,lube,P502007,FRAM,PH7317,CROSSREF
EL82007,lube,P502007,FRAM,TG3593A,CROSSREF
EL82007,lube,P502007,FRAM,TG7317,CROSSREF
EL82007,lube,P502007,FRAM,XG3593A,CROSSREF
EL82007,lube,P502007,GEHL,122497,CROSSREF
EL82007,lube,P502007,GENERAC,0A45310244,CROSSREF
EL82007,lube,P502007,GENERAC,A45310244,CROSSREF
EL82007,lube,P502007,GENERAL-MOTORS,25014568,CROSSREF
EL82007,lube,P502007,GENERAL-MOTORS,91151707,CROSSREF
EL82007,lube,P502007,GOODWILL,OG513,CROSSREF
EL82007,lube,P502007,GOODWILL,OG513HQ,CROSSREF
EL82007,lube,P502007,GREASE-MONKEY,GM14620,CROSSREF
EL82007,lube,P502007,GREASE-MONKEY,GM4620,CROSSREF
EL82007,lube,P502007,GREYFRIARS,9033S,CROSSREF
EL82007,lube,P502007,GROUP-7,V4610,CROSSREF
EL82007,lube,P502007,GROUP-7,V4610BP,CROSSREF
EL82007,lube,P502007,GROUP-7,V4620,CROSSREF
EL82007,lube,P502007,GROUP-7,V4620BP,CROSSREF
EL82007,lube,P502007,HASTINGS,LF113,CROSSREF
EL82007,lube,P502007,HASTINGS,LF240,CROSSREF
EL82007,lube,P502007,HASTINGS,LF486,CROSSREF
EL82007,lube,P502007,HAVOLINE,TFC-529,CROSSREF
EL82007,lube,P502007,HENGST,H97W02,CROSSREF
EL82007,lube,P502007,HENGST,H97W05,CROSSREF
EL82007,lube,P502007,HIFI,T8307,CROSSREF
EL82007,lube,P502007,HIFLO,HF148,CROSSREF
EL82007,lube,P502007,HINO,156071920,CROSSREF
EL82007,lube,P502007,HINO,156071921,CROSSREF
EL82007,lube,P502007,HITACHI,76547883,CROSSREF
EL82007,lube,P502007,HITACHI,LMD135737,CROSSREF
EL82007,lube,P502007,HOKUETSU,8943687270,CROSSREF
EL82007,lube,P502007,HONDA,15400-PLC-003,CROSSREF
EL82007,lube,P502007,HONDA,15400-PLC-004,CROSSREF
EL82007,lube,P502007,HONDA,15400-PLM-A01,CROSSREF
EL82007,lube,P502007,HONDA,15400-PLM-A02,CROSSREF
EL82007,lube,P502007,HONDA,15400PLC004,CROSSREF
EL82007,lube,P502007,HONDA,15400PLMA00,CROSSREF
EL82007,lube,P502007,HONDA,15400PLMA01,CROSSREF
EL82007,lube,P502007,HONDA,15400PLMA01PE,CROSSREF
EL82007,lube,P502007,HONDA,15400PLMA02,CROSSREF
EL82007,lube,P502007,HONDA,15400ZJ,CROSSREF
EL82007,lube,P502007,HONDA,15400ZJ1004,CROSSREF
EL82007,lube,P502007,HYSTER,3124027,CROSSREF
EL82007,lube,P502007,HYSTER,324692,CROSSREF
EL82007,lube,P502007,HYSTER,3249692,CROSSREF
EL82007,lube,P502007,IAPCO,OF12,CROSSREF
EL82007,lube,P502007,IAPCO,OF6,CROSSREF
EL82007,lube,P502007,ISEKI,36673542300,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO120S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO198S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO316S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO406S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO410S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO498S,CROSSREF
EL82007,lube,P502007,JAPANPARTS,FO703S,CROSSREF
EL82007,lube,P502007,JAPKO,10120,CROSSREF
EL82007,lube,P502007,JAPKO,10198,CROSSREF
EL82007,lube,P502007,JAPKO,10316,CROSSREF
EL82007,lube,P502007,JAPKO,10406,CROSSREF
EL82007,lube,P502007,JAPKO,10410,CROSSREF
EL82007,lube,P502007,JAPKO,10498,CROSSREF
EL82007,lube,P502007,JAPKO,10703,CROSSREF
